cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,nivel
"200952","20280900","202809","0",1.000000000000000,José Ignacio Rucci 3961,Jose Ignacio Rucci 3961,Centro Educativo Complementario de Idiomas Extranjeros N° 25,CECIE 25,4601-2123,cecie25@yahoo.com.ar/dep_cecdie25_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,CECDIE,Centro Educativo Complementario de Idioma Extranjero,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98402.962797600004706,94747.998212000005879,Otros Servicios Educativos de la modalidad Común
"200952","20114400","201144","0",1.000000000000000,José Ignacio Rucci 3961,José Ignacio Rucci 3961,Esc. Primaria p/Adultos N° 08 Judith y Demetrio Demarchi,EPA 08,4601-2123,deaa_ep8_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98402.962797600004706,94747.998212000005879,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200005","20025100","200251","0",1.000000000000000,Rodríguez Peña 747,Rodríguez Peña 747,Esc. Primaria Común N° 05 Nicolás Rodríguez Peña,EPjs 05,4811-9190,dep_epc5_de1@bue.edu.ar,C1020,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,1.000000000000000,1.000000000000000,SAN NICOLAS,08 - HOSP RAMOS MEJIA,"1",106605.131596999999601,103200.461811999994097,Primario Común
"200952","20066600","200666","0",1.000000000000000,José Ignacio Rucci 3961,José Ignacio Rucci 3961,Jardín de Infantes Común N° 04/21° José Libertella,JIC 04/21,4602-1270,dei_jic4_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98402.962797600004706,94747.998212000005879,Inicial Común
"200952","20066900","200669","0",1.000000000000000,José Ignacio Rucci 3961,José Ignacio Rucci 3961,Esc. Primaria Común N° 08 Judith y Demetrio Demarchi,EPjs 08,4601-2123,dep_epc8_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98402.962797600004706,94747.998212000005879,Primario Común
"200953","20027500","200275","0",1.000000000000000,Berón de Astrada 5920,Berón de Astrada 5920,Jardín de Infantes Común N° 03/21° Amalia Figueredo,JIC 03/21,4604-0065,dei_jic3_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99987.165497299996787,93389.314212299999781,Inicial Común
"200953","20109500","201095","0",1.000000000000000,Berón de Astrada 5920,Berón de Astrada 5920,Esc. Primaria Común N° 09 Hector Panizza,EPjs 09,4605-0785/4702,dep_epc9_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99987.165497299996787,93389.314212299999781,Primario Común
"200954","20221100","202211","0",1.000000000000000,Avda. Larrazábal 5001,Avda. Larrazábal 5001,Jardín de Infantes Común N° 07/21°,JIC 07/21,4604-0058,dei_ji7_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99959.901597300005960,94133.946712200006004,Inicial Común
"200954","20109300","201093","0",1.000000000000000,Avda. Larrazábal 5001,Avda. Larrazábal 5001,Esc. Primaria Común N° 10 Italo Americo Foradori,EPjs 10,4605-1389,dep_epc10_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99959.901597300005960,94133.946712200006004,Primario Común
"200955","20114300","201143","0",1.000000000000000,Avda. Piedra Buena 4863,Avda. Piedra Buena 4863,Esc. Primaria p/Adultos N° 13 Dr. Alfredo Lanari,EPA 13,4601-1165,deaa_ep13_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",98837.288697399999364,93564.229712200001813,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200955","20026800","200268","0",1.000000000000000,Avda. Piedra Buena 4863,Avda. Piedra Buena 4863,Esc. Primaria Común N° 13 Dr. Alfredo Lanari,EPjs 13,4605-1165/4602-6055,dep_epc13_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",98837.288697399999364,93564.229712200001813,Primario Común
"200955","20027804","200278","4",1.000000000000000,Avda. Piedra Buena 4863,Avda. Piedra Buena 4863,Jardín de Infantes Nucleado C (EPCjs 13/21°),JIN C-04 (13),4602-1264,dei_jinc14_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",98837.288697399999364,93564.229712200001813,Inicial Común
"200956","20027800","200278","0",1.000000000000000,Cañada de Gómez 4548,Cañada de Gómez 4548,Jardín de Infantes Nucleado C (EPCjs 14/21°) [Sede],JIN C-00 (14),4602-1264,dei_jinc14_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98671.927197500001057,94046.002812100006850,Inicial Común
"200957","20197300","201973","0",1.000000000000000,Cafayate 5388,Cafayate 5388,CENOF Centro Cafayate,CENOF Cafayate,4605-3904,cafayate@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"2",99969.871997299997020,93433.962212300000829,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200077","20199200","201992","0",1.000000000000000,Lambaré 975,Lambaré 975,CENOF Centro Lambaré,CENOF Lambaré,4862-5682,cnf.lamare@bue.edu.ar,C1185,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"2",103045.200096999993548,102906.618012000006274,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200957","20112600","201126","0",1.000000000000000,Cafayate 5388,Cafayate 5388,Jardín de Infantes Integral N° 01/21°,JII 01/21,4604-0190,dei_jii1_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99969.871997299997020,93433.962212300000829,Inicial Común
"200957","20109200","201092","0",1.000000000000000,Cafayate 5388,Cafayate 5388,Esc. Primaria Común N° 15 Dr. Carlos Alberto Veronelli,EPjs 15,4605-3904,dep_epc15_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99969.871997299997020,93433.962212300000829,Primario Común
"200958","20028500","200285","0",1.000000000000000,Berón de Astrada 6351,Berón de Astrada 6351,Esc. de Educacion Media N° 05/21° Juan Manuel Fangio,EEM 05/21,4605-2128,dem_eem5_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",99644.863797300000442,93061.984312299988233,Secundario Común
"200958","20112400","201124","0",1.000000000000000,Berón de Astrada 6351,Berón de Astrada 6351,Esc. Primaria Común N° 16 Dr. Sofanor Novillo Corvalán,EPjs 16,4605-2128,dep_epc16_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",99644.863797300000442,93061.984312299988233,Primario Común
"200958","20245846","202458","46",1.000000000000000,Berón de Astrada 6351,Berón de Astrada 6351,Primera Infancia Fangio,PI Fangio,4343-5591 INT 607,serviciosgoie@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,PI,Primera Infancia,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",99644.863797300000442,93061.984312299988233,Otros Servicios Educativos de la modalidad Común
"200960","20112300","201123","0",1.000000000000000,Sumaca de la Santísima Trinidad 5088,Sumaca Santísima Trinidad 5088,Esc. Integral Interdisciplinaria N° 21,EII 21 (ER 21),4605-0250,edrec21_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,PriEsp,Nivel Primario Especial,EII,Escuela de Integración Interdisciplinaria,Dirección de Educación Especial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99578.888897299999371,93623.974312200007262,Primario Especial
"200961","20063900","200639","0",1.000000000000000,Fonrouge 4211,Fonrouge 4211,Escuela Infantil N° 05/21° Hebe San Martín Duprat,EI 05/21,4602-6075,dei_ei5_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99526.938697399993544,94782.950212099996861,Inicial Común
"200961","20236343","202363","43",1.000000000000000,Fonrouge 4211,Pola s/n y Barros Pazos,Centro de Actividades Infantiles y Juveniles Lugano,CAIyJ Lugano,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,CAIJ,Centro de Actividades Infantiles y Juveniles,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99526.938697399993544,94782.950212099996861,Otros Servicios Educativos de la modalidad Común
"200962","20063700","200637","0",1.000000000000000,Aquino 6040,Aquino 6040,Esc. de Comercio N° 12 Juan XXIII,EC 12,4601-1292 INT 103,dem_ec12_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98445.957397599995602,94642.998812000005273,Secundario Común - Secundario de Jóvenes y Adultos
"200963","20108500","201085","0",1.000000000000000,Cnel. Martiniano Chilavert 5460,Cnel. Martiniano Chilavert 5460,Esc. Técnica N° 13 Ing. José Luis Delpini,ET 13,4605-9506/4955,det_13_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99614.922697400004836,94449.954112099992926,Secundario Común
"200964","20303300","203033","0",1.000000000000000,Soldado de la Frontera 5155,Soldado de la Frontera 5155,Esc. Superior de Educación Artística en Artes Visuales Lola Mora,ESEA L Mora,4605-0172/8743,dea_eba100_de21@bue.edu.ar,"1439",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,SecCom - SecAdu - SNUCom - OSECom,"Nivel Secundario, Nivel Superior No Universitario y Otros Servicios Educativos de la modalidad Común y Nivel Secundario de Jóvenes y Adultos",ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99888.889697299993713,93810.957112200005213,Secundario Común - Superior No Universitario Común - Secundario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad Común
"200964","20236331","202363","31",1.000000000000000,Soldado de la Frontera 5155,Soldado de la Frontera 5155,Centro de Actividades Infantiles y Juveniles Club Lola Mora,CAIyJ Lola Mora,4832-8990,clubdejovenes@buenosaires.gob.ar,C1439,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,CAIJ,Centro de Actividades Infantiles y Juveniles,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99888.889697299993713,93810.957112200005213,Otros Servicios Educativos de la modalidad Común
"200965","20113700","201137","0",1.000000000000000,Avda. Larrazábal 5130,Avda. Larrazábal 5140,Esc. de Comercio N° 35 Leopoldo Marechal,EC 35,4605-2649,dem_ec35_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",100416.876696999999695,93787.935412299993914,Secundario Común - Secundario de Jóvenes y Adultos
"200965","20235100","202351","0",1.000000000000000,Avda. Larrazábal 5130,Avda. Larrazábal 5140,Esc. de Educación Media N° 06/21° E.Reingreso,EEM 06/21 R,4605-2653,dem_reing6_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecAdu,Nivel Secundario de Jóvenes y Adultos,ER,Escuela de Reingreso,Dirección de Educación Media,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",100416.876696999999695,93787.935412299993914,Secundario de Jóvenes y Adultos
"200965","20213900","202139","0",1.000000000000000,Avda. Larrazábal 5130,Avda. Larrazábal 5140,Esc. Primaria Común N° 02 Maestro Eduardo Luis Vicente,EPjc 02,4605-2653,dep_epc2_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",100416.876696999999695,93787.935412299993914,Primario Común
"200965","20245837","202458","37",1.000000000000000,Avda. Larrazábal 5130,Avda. Larrazábal 5140,Primera Infancia Larrazabal,PI 37,4343-5591 INT 605/7,inclusioneducativa@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,PI,Primera Infancia,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",100416.876696999999695,93787.935412299993914,Otros Servicios Educativos de la modalidad Común
"200966","20010800","200108","0",1.000000000000000,Soldado de la Frontera 5140,Soldado de la Frontera 5140,Centro Educativo de Nivel Secundario N° 14,CENS 14,4604-1160,deaa_cens14_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99891.315697300000465,93841.209812200002489,Secundario de Jóvenes y Adultos
"200966","20201301","202013","1",1.000000000000000,Soldado de la Frontera 5140,Soldado de la Frontera 5140,Centro de Formación Profesional N° 04 (anexo),CFP 04 (a),4604-1160/4686-2196,cfp4_de20@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99891.315697300000465,93841.209812200002489,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200967","20159846","201598","46",1.000000000000000,José León Suárez 5157,José León Suárez 5157,Centro Educativo de Nivel Primario N° 59 - Centro de Acción Familiar N° 27,CENP 59,4672-2684,adu_centros@yahoo.com.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",98632.898297499996261,93337.020612199994503,Primario de Jóvenes y Adultos
"200077","20147801","201478","1",1.000000000000000,Lambaré 975,Lambaré 975,Jardín de Infantes Nucleado C (EPCjs 03/02°),JIN C-01 (03),4867-2749,dei_jinc17_de2@bue.edu.ar,C1185,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,2.000000000000000,5.000000000000000,ALMAGRO,03 - HOSP DURAND,"1",103045.200096999993548,102906.618012000006274,Inicial Común
"200969","20159857","201598","57",1.000000000000000,Tabaré 6578,Tabaré 6578,Centro Educativo de Nivel Primario N° 60 - FUNDAVIR,CENP 60,4672-2684,adu_centros@yahoo.com.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu,Nivel Primario de Jóvenes y Adultos,CENP,Centro Educativo de Nivel Primario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA RIACHUELO,09 - HOSP SANTOJANNI,"1",99290.871897300006822,93064.999112300007255,Primario de Jóvenes y Adultos
"200972","20306900","203069","0",1.000000000000000,"Avda. Gral. Paz 15500, Mza. 3",Avda. Gral. Paz 15500 Los Robles s/n Mza. 3 Casa 40,CENOF Centro INTA,CENOF INTA,4603-1374,s/d,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"2",97719.674397599999793,93975.230412100005196,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200972","20207500","202075","0",2.000000000000000,"Avda. Gral. Paz 15500, Mza. 3",Avda. Gral. Paz 15500 Mza. 3,Centro Comunitario San Cayetano,CC San Cayetano,4638-8830,secretariacentrocomunitario@gmail.com,C1439,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom,Nivel Inicial Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97719.674397599999793,93975.230412100005196,Inicial Común
"200972","20184531","201845","31",1.000000000000000,"Avda. Gral. Paz 15500, Mza. 3",Avda. Gral. Paz 15500 Los Robles s/n Mza. 3 Casa 40,"Centro de Alfabetización, Educación Básica y Trabajo N° 80",CAEByT 80,4301-2540,paebyt@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97719.674397599999793,93975.230412100005196,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200975","20239600","202396","0",1.000000000000000,Corvalán 3565,Corvalán 3565,CENOF Centro Cáritas Lugano,CENOF Cáritas Lugano,4602-9383,cnf.caritaslugano@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,06 - HOSP PIÑERO,"2",99464.763697500005946,95416.498512000005576,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200976","20184526","201845","26",1.000000000000000,Miralla y Barros Pazos,Miralla y Barros Pazos,"Centro de Alfabetización, Educación Básica y Trabajo N° 83",CAEByT 83,4301-2540,paebyt@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99734.141997400001856,94831.968612099997699,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200976","20184570","201845","70",1.000000000000000,Miralla y Barros Pazos Mza. 26 Casa 14,Miralla y Barros Pazos Mza. 26 Casa 14,"Centro de Alfabetización, Educación Básica y Trabajo N° 25 Los Patitos",CAEByT 25,4301-2540,paebyt@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,PAEByT,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",99734.141997400001856,94831.968612099997699,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"201008","20244900","202449","0",2.000000000000000,Avda. Corrientes 1994 / 96,Avda. Corrientes 1996,Nueva Escuela de Psicología  Social (NPES),Nva Esc de Psicología Social,4633-9517,info@neps.com.ar,C1045,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,1.000000000000000,3.000000000000000,BALVANERA,08 - HOSP RAMOS MEJIA,"1",106254.971797000005608,102727.514911999998731,Otros Servicios Educativos de la modalidad Común
"200956","20108700","201087","0",1.000000000000000,Cañada de Gómez 4548,Cañada de Gómez 4548,Esc. Primaria Común N° 14 Dr. Ricardo Levene,EPjs 14,4601-3078,dep_epc14_de21@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,21.000000000000000,8.000000000000000,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",98671.927197500001057,94046.002812100006850,Primario Común
"202433","20298000","202980","0",2.000000000000000,José Pedro Varela 5083,José Pedro Varela 5083,Escuela Infantil Dulces días,EI Dulces días,4568-5367,dulcesdias.tujardin@hotmail.com,C1417,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/riae.php?menu_id=23314,OSECom,Otros Servicios Educativos de la modalidad Común,RIEA,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,Ministerio de Educación,17.000000000000000,11.000000000000000,VILLA DEVOTO,11 - HOSP VELEZ SARSFIELD,"4",94759.222598599997582,101813.635110999995959,Otros Servicios Educativos de la modalidad Común
